00:05 -- Analyzing message from DISBOARD#2760 in 🔵bot-commands.
10:52 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
10:52 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
10:53 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:53 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:54 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:54 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:54 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:55 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
10:56 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
10:57 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
10:57 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:00 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:00 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:00 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:01 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:03 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:03 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:06 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:06 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:07 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:07 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:08 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:09 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:09 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:10 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:13 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:13 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:13 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:15 -- Analyzing message from Mako#2511 in 🤖bot-spxäm.
11:15 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:15 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:16 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:16 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:17 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:17 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:17 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:18 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:18 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:18 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:18 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:19 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:19 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:20 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:20 -- golira joined the server.
11:20 -- Gave golira the role frapo.
11:20 -- Created a new profile for golira.
11:20 -- Analyzing message from golira#3616 in 👋kaltxì.
11:21 -- Analyzing message from golira#3616 in 👋kaltxì.
11:21 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:21 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:21 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:22 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:22 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:23 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:24 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:24 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:24 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:25 -- golira left the server.
11:26 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:27 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:28 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:29 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:29 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:30 -- Analyzing message from Mako#2511 in 👋kaltxì.
11:30 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:30 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:31 -- Analyzing message from Wllìm#0816 in 🏫numtsengvi.
11:31 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:31 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:33 -- Analyzing message from sickdelusion#3020 in 🏫numtsengvi.
11:33 -- Analyzing message from Pᴀɴᴅᴏʀᴀ#1624 in ❕new-arrival.
11:33 -- 11:33 -- Gave Pᴀɴᴅᴏʀᴀ the Colonel Quaritch (Rank 3) role.
11:33 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:33 -- Analyzing message from Pᴀɴᴅᴏʀᴀ#1624 in ❕new-arrival.
11:33 -- 11:33 -- Gave Pᴀɴᴅᴏʀᴀ the Colonel Quaritch (Rank 3) role.
11:40 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:42 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:44 -- Analyzing message from Kurikara#4094 in 💬tìpängkxo.
11:46 -- Analyzing message from ollywood#4813 in 👋kaltxì.
11:46 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:47 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:47 -- Analyzing message from General Anubis#6342 in 💬tìpängkxo.
11:48 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:49 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:49 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:49 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:49 -- Analyzing message from General Anubis#6342 in 💬tìpängkxo.
11:50 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
11:50 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
11:50 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:51 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:51 -- Analyzing message from sickdelusion#3020 in 💬tìpängkxo.
11:51 -- Analyzing message from sickdelusion#3020 in 💬tìpängkxo.
11:51 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:51 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
11:52 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:52 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:53 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
11:53 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:54 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:55 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:55 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:55 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:56 -- Analyzing message from Tekre#3259 in 🤖bot-spxäm.
11:56 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:56 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:56 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:56 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
11:56 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
11:57 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
11:57 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:58 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:58 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:58 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
11:59 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
11:59 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:00 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:00 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:00 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:00 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:01 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:01 -- Analyzing message from sickdelusion#3020 in 💬tìpängkxo.
12:02 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:02 -- Analyzing message from sickdelusion#3020 in 💬tìpängkxo.
12:02 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:02 -- Analyzing message from sickdelusion#3020 in 💬tìpängkxo.
12:02 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:02 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:03 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:03 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:03 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:03 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:04 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:04 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:04 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:04 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:04 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:05 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:05 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:05 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:05 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:06 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:06 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:06 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:06 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:06 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:06 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:07 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:07 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:08 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:08 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:08 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:08 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:08 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:08 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:09 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:10 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
12:11 -- Analyzing message from ollywood#4813 in 🏆sivako.
12:13 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
12:13 -- Analyzing message from sickdelusion#3020 in 🏆sivako.
12:16 -- Analyzing message from sickdelusion#3020 in 🏆sivako.
12:18 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:18 -- Analyzing message from Acekicker#7345 in 📝tips-and-tricks.
12:18 -- Mako: 81105065955303424 executed the !reload command with arguments: 
12:19 -- Analyzing message from Mako#2511 in 🏆sivako.
12:19 -- Analyzing message from Mako#2511 in 🏆sivako.
12:29 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:30 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:30 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:30 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:34 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:34 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:36 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:37 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:37 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:38 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:43 -- Analyzing message from HappyHippo77#2866 in 🏫numtsengvi.
12:44 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:44 -- Analyzing message from HappyHippo77#2866 in 🏫numtsengvi.
12:44 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:44 -- Analyzing message from Hwaet#4348 in 🐾yawnea-ayswirä🌱.
12:44 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:44 -- Analyzing message from HappyHippo77#2866 in 🏫numtsengvi.
12:44 -- Analyzing message from Mako#2511 in 💬tìpängkxo.
12:45 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:46 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:47 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:47 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
12:47 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
12:48 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:48 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
12:48 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
12:48 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:49 -- Analyzing message from Skitz#3708 in 📝tips-and-tricks.
12:49 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:49 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
12:49 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:50 -- Analyzing message from AgentPerry#8264 in 📝tips-and-tricks.
12:50 -- Analyzing message from AgentPerry#8264 in 📝tips-and-tricks.
12:50 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:50 -- Analyzing message from AgentPerry#8264 in 📝tips-and-tricks.
12:50 -- Analyzing message from AgentPerry#8264 in 📝tips-and-tricks.
12:51 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:52 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:52 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
12:52 -- Analyzing message from AgentPerry#8264 in 📝tips-and-tricks.
12:52 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:52 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:52 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:54 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
12:55 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
12:55 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
12:56 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
12:59 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
13:00 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
13:00 -- __capskaa joined the server.
13:00 -- Gave __capskaa the role frapo.
13:00 -- Created a new profile for __capskaa.
13:00 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
13:01 -- Analyzing message from HappyHippo77#2866 in 💬tìpängkxo.
13:01 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
13:02 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
13:02 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
13:02 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
13:02 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
13:02 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
13:03 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
13:03 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
13:05 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
13:06 -- Analyzing message from Skitz#3708 in 📝tips-and-tricks.
13:06 -- Analyzing message from Skitz#3708 in 📝tips-and-tricks.
13:06 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
13:12 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
13:14 -- Analyzing message from Tekre#3259 in 👋kaltxì.
13:23 -- Analyzing message from __capskaa#8393 in 👋kaltxì.
13:24 -- Analyzing message from Tekre#3259 in 👋kaltxì.
13:25 -- Analyzing message from __capskaa#8393 in 👋kaltxì.
13:30 -- Analyzing message from Tekre#3259 in 👋kaltxì.
13:49 -- Analyzing message from FeynirHusky#2154 in 💬tìpängkxo.
14:27 -- Analyzing message from Nightmare#4582 in 🤞lucky-chests.
14:42 -- Analyzing message from Deadpoole#1548 in 🤞lucky-chests.
14:44 -- Analyzing message from Crunch#6609 in 🤞lucky-chests.
14:57 -- Analyzing message from Deadpoole#1548 in 🤞lucky-chests.
14:57 -- Analyzing message from Deadpoole#1548 in 🤞lucky-chests.
15:03 -- Analyzing message from Crunch#6609 in 🤞lucky-chests.
15:03 -- Analyzing message from Crunch#6609 in 🤞lucky-chests.
15:05 -- Analyzing message from Deadpoole#1548 in 🤞lucky-chests.
15:05 -- Analyzing message from Deadpoole#1548 in 🤞lucky-chests.
15:14 -- Analyzing message from Acekicker#7345 in 📝tips-and-tricks.
15:15 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:18 -- Analyzing message from AugustNox#8572 in 🏆sivako.
15:21 -- Analyzing message from hemmond#9956 in 🔞after-hours.
15:27 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:28 -- Analyzing message from REDBIRD#5246 in 🔞after-hours.
15:28 -- Analyzing message from REDBIRD#5246 in 🔞after-hours.
15:30 -- Analyzing message from REDBIRD#5246 in 🔞after-hours.
15:32 -- Analyzing message from Deadpoole#1548 in 🔘newbie-help.
15:35 -- Analyzing message from Deadpoole#1548 in 💬chat-room.
15:36 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:37 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:43 -- Analyzing message from Dunstorm#1496 in 🔞after-hours.
15:45 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:49 -- Analyzing message from Dunstorm#1496 in 🔞after-hours.
15:50 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:56 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
15:58 -- Analyzing message from hemmond#9956 in 🔞after-hours.
16:01 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
16:01 -- Analyzing message from hemmond#9956 in 🔞after-hours.
16:06 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
16:08 -- Analyzing message from hemmond#9956 in 🔞after-hours.
16:17 -- Analyzing message from FeynirHusky#2154 in 🔞after-hours.
16:22 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
16:30 -- Analyzing message from FeynirHusky#2154 in 🔞after-hours.
16:31 -- Analyzing message from FeynirHusky#2154 in 🔞after-hours.
16:46 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
17:13 -- Analyzing message from Mako#2511 in 🔞after-hours.
17:13 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
17:18 -- Analyzing message from Izzinator#3148 in 🔞after-hours.
17:27 -- Analyzing message from Houdey#6015 in 🤖bot-spam.
17:37 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
17:46 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
17:47 -- Analyzing message from Noctiphany#5172 in 📝tips-and-tricks.
17:53 -- Analyzing message from Doulou#1359 in ⚠next-shadow-spoilers.
17:55 -- Analyzing message from REDBIRD#5246 in 🎨tseo.
17:56 -- Analyzing message from REDBIRD#5246 in 🎨tseo.
18:02 -- Analyzing message from Deadpoole#1548 in 📝tips-and-tricks.
18:02 -- 18:02 -- Gave Deadpoole the Avatar Compound (Rank 6) role and removed the Norm Spellman (Rank 5) role.
18:02 -- Analyzing message from Noctiphany#5172 in 📝tips-and-tricks.
18:04 -- Analyzing message from WhoaConstrictor#9974 in 🎨tseo.
18:05 -- Analyzing message from WhoaConstrictor#9974 in 🎨tseo.
18:05 -- Analyzing message from (    -_･)ᡕᠵ᠊ᡃ࡚ࠢ࠘⸝່᠊߯᠆╦╤──#4611 in 📝tips-and-tricks.
18:05 -- Analyzing message from REDBIRD#5246 in 🎨tseo.
18:06 -- Analyzing message from Noctiphany#5172 in 📝tips-and-tricks.
18:06 -- Analyzing message from WhoaConstrictor#9974 in 🎨tseo.
18:06 -- Analyzing message from (    -_･)ᡕᠵ᠊ᡃ࡚ࠢ࠘⸝່᠊߯᠆╦╤──#4611 in 📝tips-and-tricks.
18:06 -- Analyzing message from (    -_･)ᡕᠵ᠊ᡃ࡚ࠢ࠘⸝່᠊߯᠆╦╤──#4611 in 📝tips-and-tricks.
18:06 -- 18:06 -- Gave (    -_･)ᡕᠵ᠊ᡃ࡚ࠢ࠘⸝່᠊߯᠆╦╤── the Jake Sully (Rank 1) role.
18:07 -- Analyzing message from WhoaConstrictor#9974 in 🎨tseo.
18:08 -- Analyzing message from WhoaConstrictor#9974 in 🎨tseo.
18:12 -- Analyzing message from Salv#4325 in 📝tips-and-tricks.
18:14 -- Analyzing message from REDBIRD#5246 in 🎨tseo.
18:17 -- Analyzing message from Noctiphany#5172 in 📝tips-and-tricks.
18:28 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
18:29 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
18:33 -- Analyzing message from Deadpoole#1548 in 📝tips-and-tricks.
18:43 -- Analyzing message from hemmond#9956 in 🔞after-hours.
18:43 -- Analyzing message from hemmond#9956 in 🔞after-hours.
18:48 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
18:54 -- Analyzing message from hemmond#9956 in 🔞after-hours.
19:07 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:07 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:11 -- Analyzing message from hemmond#9956 in 🔞after-hours.
19:15 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:20 -- Analyzing message from Izzinator#3148 in 🔞after-hours.
19:21 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:21 -- Analyzing message from Izzinator#3148 in 🔞after-hours.
19:24 -- Analyzing message from hemmond#9956 in 🔞after-hours.
19:25 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:26 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:26 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
19:26 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:27 -- Analyzing message from InfinityEnergy#1806 in 🔞after-hours.
19:32 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
19:36 -- Analyzing message from Skitz#3708 in 📝tips-and-tricks.
19:38 -- Analyzing message from Deadpoole#1548 in 📝tips-and-tricks.
19:44 -- Analyzing message from esnadraws#6761 in 🎨tseo.
20:05 -- Analyzing message from Salv#4325 in 📝tips-and-tricks.
20:05 -- Analyzing message from hemmond#9956 in 🔞after-hours.
20:31 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
20:36 -- Analyzing message from InfinityEnergy#1806 in 💬tìpängkxo.
20:58 -- Analyzing message from Wiebe#9204 in 🔞after-hours.
21:07 -- Analyzing message from Crunch#6609 in 🤖bot-spam.
21:07 -- Analyzing message from Rapharoo#1181 in 🤖bot-spam.
21:20 -- Analyzing message from esnadraws#6761 in 🎨tseo.
21:23 -- Analyzing message from WhoaConstrictor#9974 in 💬tìpängkxo.
21:23 -- Analyzing message from ollywood#4813 in 💬tìpängkxo.
21:32 -- Analyzing message from Wind12#2315 in ⚠next-shadow-spoilers.
21:36 -- Analyzing message from AgentPerry#8264 in 💬chat-room.
21:47 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
22:12 -- Analyzing message from Deadpoole#1548 in 💬chat-room.
22:16 -- Analyzing message from AgentPerry#8264 in 💬chat-room.
22:28 -- Analyzing message from Doulou#1359 in ⚠next-shadow-spoilers.
22:29 -- Analyzing message from Acekicker#7345 in 🔘newbie-help.
22:29 -- Analyzing message from Hwaet#4348 in ⚠next-shadow-spoilers.
22:39 -- Analyzing message from Exostike#9829 in 🎨tseo.
22:44 -- Analyzing message from Acekicker#7345 in 💬chat-room.
22:46 -- Analyzing message from HappyHippo77#2866 in 🐾yawnea-ayswirä🌱.
22:47 -- Analyzing message from Hwaet#4348 in 🐾yawnea-ayswirä🌱.
22:47 -- Analyzing message from HappyHippo77#2866 in 🐾yawnea-ayswirä🌱.
22:47 -- Analyzing message from HappyHippo77#2866 in 🐾yawnea-ayswirä🌱.
22:51 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
22:52 -- Analyzing message from omikranay#9170 in 💬tìpängkxo.
22:55 -- Analyzing message from Deadpoole#1548 in 💬chat-room.
22:57 -- Analyzing message from Deadpoole#1548 in 🔘newbie-help.
23:28 -- Analyzing message from Acekicker#7345 in 🔘newbie-help.
23:28 -- Analyzing message from Acekicker#7345 in 💬chat-room.
23:31 -- Analyzing message from REDBIRD#5246 in 💬tìpängkxo.
23:41 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
23:42 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
23:49 -- Analyzing message from Hwaet#4348 in 💬tìpängkxo.
23:54 -- Analyzing message from LoopyRoopy#3783 in 🔘newbie-help.
23:54 -- Analyzing message from LoopyRoopy#3783 in 🔘newbie-help.
23:56 -- Analyzing message from LoopyRoopy#3783 in 💬chat-room.
23:56 -- Analyzing message from LoopyRoopy#3783 in 💬chat-room.
23:56 -- Analyzing message from LoopyRoopy#3783 in 💬chat-room.
